Star Rating,Review Title,Review Description
5.0 out of 5 stars,Nice performance,"- Immersive sound with 24-bit spatial audio and 13mm drivers- Premium leather-textured design looks stylish- 70H playtime with fast charging is super convenient- Low latency mode great for gaming- Clear calls with ENC microphones- Great value for money, budget-friendlyRead more"
5.0 out of 5 stars,Stylish earbuds,"Nice ear pods, stylish, looking good, great colour, sound quality is very good, fast charging, mic quality is good, value for money, touch control.Read more"
5.0 out of 5 stars,Great for daily use,"I loved the sound quality of this newly launched True Wireless Earbuds, the best part is the clarity in music and calls. It has Spatial Audio to enhance the music experience, Premium Leather Design, and a long battery life that lasts for days.Read more"
5.0 out of 5 stars,Stylish Design & Beastly Battery,"The truke Mega 12 is a total steal. The leather-textured finish looks premium, and the 70H playtime is incredible—I almost forget to charge them. Sound is crisp with solid bass thanks to the 13mm drivers, and the spatial audio adds a nice immersive touch. Great value for daily use and gaming.Read more"
1.0 out of 5 stars,Waste of money,Bad product battery backup worst touch control not worth waste of money not suggest tis product mic worst noise cancellation not workingRead more
5.0 out of 5 stars,Awesome.....,"These wireless earbuds to be of good quality, with amazing sound and excellent noise cancellation. They are comfortable, sitting well over the ears, and feature a long-lasting battery backup with quick charging capabilities. The Bluetooth connectivity receives mixed reviews - while some find it very good, others report connectivity issues.Read more"
5.0 out of 5 stars,Excellent sound quality 👍,"The earbuds offer excellent sound with deep bass and very clear vocals. The battery life is also very good. The Bluetooth connectivity is excellent, and the soft-touch finish feels like leather fish skin. At this price point, these earbuds deliver an excellent musical experience.Read more"
5.0 out of 5 stars,Super Clean with good Battery,"Super Clean sound with good Battery Life, the built quality actually feels premium and literary people the other side are able to hear us clearly so mics are good tooRead more"
5.0 out of 5 stars,GOBOULT Z40 100% Genuine Reviews,"It is a very good earbud, the design is very good, it is low weight, the touch control is very good, it has smooth touch control, the size is also correct, connectivity.The sound quality is very strong and the bass is also good.You can buy it without any hesitation, I am very happy after buying it.Read more"
4.0 out of 5 stars,Quality of earbuds is good,This is a nice earbuds value for money but sometimes it gives a crack sound while hearing the music and the comfort is good it has good bass overall it is goodRead more
5.0 out of 5 stars,very good and affordable,good product in this rangeRead more
3.0 out of 5 stars,Mid.,"I had used Boult z40 for past 8 months..The sound quality of my 9nld ead bud is damn cool and bass is proper, literally the best and cheapest tws.  After 8 months, the battery of my z40 is dead... So, i decided to buy the Goboult z40 pro, which has larger battery life time... But, this time... They played with the bass really well but, the voice of the singers are really a mess.  Kanye's voice sounds really weard and the quality of the audio is too low.  Im suggesting not to buy the pro, better stay with boult z40.Read more"
4.0 out of 5 stars,Overall good and stylish,"Fine product by goboult, durable and a massive battery life the only issue is that you cannot see battery percentage of case.Read more"
5.0 out of 5 stars,Just Go for it !!,"It's been over 6 months since I'm using it and here's my experience with it's Features so far :1. Fast charging ( takes around 10-15 mins )2. Pretty good battery backup. Battery lasts for 1 day easily if you use continuously and a week if less used like for an hour or so.3. Sound and bass quality is solid.4. Have dropped it a few times still runs smoothly without any damage5. Bluetooth connectivity is nice ( 10 meters)6. Mic works pretty well during calls but noise cancellation isn't strong and it can catch even faint voices and noises.7. Really comfortable for the ears and has extra sillicon buds if you lose the current pair. The longest i could use it was for 4 hour non-stop then it hurt my ear a bit.I had ordered it in Brown colour and lemme tell you - IT. DID. NOT. DISAPPOINT with the design!! With that price trust me it's a gem , such a value for money!Read more"
5.0 out of 5 stars,Bass sound is superb.,"Superb sound, super bass, durable, amazing product in reasonable price, everyone must order this, i am using this product and its upto the marks 10/10.Read more"
3.0 out of 5 stars,Average quality but good for casual users.,"The media could not be loaded.Few things to keep in mind before buying:1. Quality - Decent quality, obviously plasticy feel you'll get do not expect it to look premium(as shown in product image). Hinge will loose after few use.2. Connectivity - App service is shxit and never connected with the app after trying for almost 3 weeks also tried to update but no luck. So you cannot tune according to yourself.3. Voice quality - Pretty good actually. I'm not into music so much but for me it's work good enough.4. Comfort & ease of use - it's not comfortable for long use mainly because of size, after 20-30 min my ear start to hurt.Overall decent product in budget. Do not have high expectations in terms of quality specially and also no ANC support.Read more"
